"id","sourcePhase","sourceDate","content","phraseTags","emotionalStateTag","phaseDnaTag","createdAt"
60059,PH4,"2024-06-18T00:00:00.000Z","A form of meditation and one of my most important rituals. Floating as a leaf on a breeze. Urban wandering sacralizes the mundane practice. Taoist wu-wei, actionless action, and surrender to natural flow.","[""meditation"",""ritual"",""flânerie"",""wu-wei"",""floating"",""leaf on breeze""]",meditative,PH4,"2026-03-06T08:12:45.000Z"
60060,PH4,"2024-06-22T00:00:00.000Z","The existential daze characterized by heightened perception, liminal sleep states, surreal adventures, and visceral life-experience. Experienced as non-pathological liminal states, not clinical dissociation. Hypnagogic and liminal states play the role of visionary access points.","[""existential daze"",""liminal states"",""heightened perception"",""hypnagogic"",""visionary""]",liminal,PH4,"2026-03-06T08:12:45.000Z"
60061,PH4,"2024-05-30T00:00:00.000Z","From a young age built emotional walls. Early sensitivity led to defensive adaptation that persisted into adulthood, a lifetime architecture being consciously disassembled. The journal project itself is positioned as active dismantling of these barriers.","[""emotional walls"",""early sensitivity"",""defensive adaptation"",""dismantling barriers""]",dismantling,PH4,"2026-03-06T08:12:45.000Z"
60062,PH4,"2024-07-18T00:00:00.000Z","The compulsive need for order and logic conflicts with spontaneous expression. The Vietnam period represents an attempt to privilege intuition, to let the brush take control rather than directing it.","[""order vs intuition"",""spontaneous"",""privilege intuition"",""Vietnam""]",tension,PH4,"2026-03-06T08:12:46.000Z"
60063,PH4,"2024-07-22T00:00:00.000Z","The dual-ink system: Chinese and Western ink encodes the phase's core ontological tension: insider/outsider, absorption/imposition, substrate/stranger. This is not palette variation but material philosophy.","[""dual ink"",""insider/outsider"",""material philosophy"",""stranger"",""substrate""]",experimental,PH4,"2026-03-06T08:12:46.000Z"
60064,PH4,"2024-08-03T00:00:00.000Z",Constraint-as-catalyst is confirmed as core methodology: material limitations force innovation and prevent stylistic ruts. What looks like deliberate choice is often circumstantial improvisation that the unconscious finds use for.,"[""constraint as catalyst"",""improvisation"",""limitation drives innovation"",""unconscious""]",resourceful,PH4,"2026-03-06T08:12:46.000Z"
60065,PH4A,"2024-08-14T00:00:00.000Z","The central question shifts from am I real if unwitnessed to why do I repeatedly destroy myself for love, and what does that reveal about being alive. Not abandonment of the prior project but its social stress-test.","[""love"",""self-destruction"",""stress-test"",""being alive"",""social inquiry""]",tortured,PH4A,"2026-03-06T08:12:46.000Z"
60066,PH4A,"2024-09-01T00:00:00.000Z","The court-jester persona is not experienced as strategic defense but as something loathed, a compulsive performance the artist resents rather than deploys. The mask is not armor but trap.","[""court jester"",""mask"",""trap"",""loathed performance"",""compulsive""]",self-loathing,PH4A,"2026-03-06T08:12:47.000Z"
60067,PH4A,"2024-10-01T00:00:00.000Z","Love as the most addictive drug, the most powerful force, and the most dangerous and destructive force in my life. The black hole in the heart is the void demanding filling through romantic attachment regardless of the partner's availability or capacity to reciprocate.","[""love addiction"",""black hole"",""destructive force"",""void"",""romantic attachment""]",addicted,PH4A,"2026-03-06T08:12:47.000Z"
60068,PH4A,"2024-09-15T00:00:00.000Z","For all my self destructive behavior I've always maintained strong cognitive clarity, somehow. Harm reduction is always something I take fairly seriously and do try to balance my self destructive tendencies with healthy things to mitigate the damage.","[""cognitive clarity"",""harm reduction"",""balance"",""self-destructive"",""mitigate""]",self-aware,PH4A,"2026-03-06T08:12:47.000Z"
60069,PH4A,"2024-11-01T00:00:00.000Z","Searching for god, that woman, and myself. God's lonely man. The sacred is located in the encounter with the Other, not in withdrawal from the world. Alienation as quasi-mystical condition.","[""searching for god"",""lonely man"",""Other"",""alienation"",""mystical""]",lonely-seeking,PH4A,"2026-03-06T08:12:47.000Z"
60070,PH4A,"2024-12-01T00:00:00.000Z","The beautiful nightmare framing, the Peter zone, revalues instability as aesthetic choice: terror becomes adventure, nightmare becomes beauty, scraping by becomes creative fuel. Awareness of reality and a light hearted way of framing a serious situation.","[""beautiful nightmare"",""Peter zone"",""instability as aesthetic"",""reframing""]",transmuting,PH4A,"2026-03-06T08:12:47.000Z"
60071,PH4A,"2025-01-01T00:00:00.000Z","Time to change before it's too late, time to start new patterns. The phase terminates not in breakthrough but in exhaustion and tentative intention. PH4A documents the pattern recognition, not its transcendence.","[""new patterns"",""change"",""exhaustion"",""pattern recognition"",""before too late""]",exhausted-hopeful,PH4A,"2026-03-06T08:12:48.000Z"
60072,PH4A,"2025-02-01T00:00:00.000Z","PH4A is primarily a psychological and emotional document, not a visual production phase. The emotional intensity of love addiction and urban immersion consumes the energy normally available for creative production. The journals carry the weight of the phase almost entirely.","[""emotional document"",""no visual output"",""journals carry weight"",""energy consumed""]",drained,PH4A,"2026-03-06T08:12:48.000Z"
60073,PH4A,"2025-03-01T00:00:00.000Z",The creative drought during emotional intensity suggests an either/or relationship between relational immersion and visual production. The artist's process may require insulation from romantic chaos to function at full capacity.,"[""creative drought"",""either/or"",""insulation needed"",""relational chaos""]",barren,PH4A,"2026-03-06T08:12:48.000Z"
60074,PH4A,"2024-10-15T00:00:00.000Z","No diagrams on the scorecard. The path need not be justified to external observers, external validation is secondary to having actually lived. The go all in heuristic: half-measures are experienced as worse dishonesty than full commitment to destructive paths.","[""no diagrams"",""scorecard"",""go all in"",""lived experience"",""no half measures""]",defiant-authentic,PH4A,"2026-03-06T08:12:48.000Z"
60075,PH4A,"2024-11-15T00:00:00.000Z",Strong meta-awareness of patterns coexists with acknowledged inability to change them. Knowing does not equal doing. Insight has not yet produced change. The hopeful romantic turns documented in the journals always revert.,"[""pattern awareness"",""knowing not doing"",""always reverts"",""unable to change""]",trapped,PH4A,"2026-03-06T08:12:48.000Z"
60076,NE,"2025-04-20T00:00:00.000Z",The New Era constitutes the ontological singularity of Project 666. The moment from which the entire practice retrospectively reorganizes itself. Not an evolution from Phase 4 but a categorical rupture: the death of sacred geometry as organizing principle and the birth of physics.,"[""ontological singularity"",""categorical rupture"",""death of geometry"",""birth of physics""]",revolutionary,NE,"2026-03-06T08:12:49.000Z"
60077,NE,"2025-04-25T00:00:00.000Z","These are a radical departure from all the previous work I've ever done. Right now I'm sitting on the precipice of a new era, a deep fundamental change in directions. The shift moves from a Platonic aesthetic to a Heraclitean process ontology of flux, becoming, and irreversible event.","[""radical departure"",""precipice"",""new era"",""Heraclitean"",""flux""]",ecstatic-aware,NE,"2026-03-06T08:12:49.000Z"
60078,NE,"2025-05-01T00:00:00.000Z","With the release of all those blockages and emotions over the last year or two, so with it came the release of that hand brake that was stopping me. I've jumped into the deep end and I'm fully embracing my true creative desire.","[""release"",""hand brake"",""deep end"",""true creative desire"",""blockages released""]",unleashed,NE,"2026-03-06T08:12:49.000Z"
60079,NE,"2025-05-10T00:00:00.000Z",A lifelong desire for aggressive abstraction blocked by a self-imposed hurdle somewhere in my subconscious that always stopped me. Phases 1 through 3A can be read as the containment period; NE is the release. The crisis was the price of the permission.,"[""lifelong desire"",""self-imposed hurdle"",""containment period"",""permission"",""crisis as price""]",liberated,NE,"2026-03-06T08:12:49.000Z"
60080,NE,"2025-05-15T00:00:00.000Z","The nature of ink on paper, having no undo, no back button, its permanence and strength in contrast are so intoxicating but very difficult to learn. In a digital culture of infinite editability, the commitment to irreversible media constitutes a moral stance.","[""no undo"",""permanence"",""irreversible"",""intoxicating"",""moral stance""]",committed,NE,"2026-03-06T08:12:50.000Z"
60081,NE,"2025-05-20T00:00:00.000Z","The 75 to 90 percent rejection rate complicates and enriches this ethic. Total acceptance at the micro-level within the painting, total judgment at the macro-level whether the painting survives. Radical acceptance and ruthless selection coexist sequentially.","[""rejection rate"",""radical acceptance"",""ruthless selection"",""micro vs macro"",""tithe""]",disciplined-ruthless,NE,"2026-03-06T08:12:50.000Z"
60082,NE,"2025-06-01T00:00:00.000Z","I feel that fusion brings something through me bringing Western artistic sensibilities to a very traditional eastern style medium. I don't culturally appropriate it so much as I respect it through deep understanding. I don't just observe it, I live it.","[""East-West fusion"",""not appropriation"",""deep understanding"",""living it"",""hybrid""]",culturally-grounded,NE,"2026-03-06T08:12:50.000Z"
60083,NE,"2025-06-10T00:00:00.000Z","Qi, breath-energy, Pu the uncarved block, and Wu-wei effortless action are not applied as intellectual overlay but embodied through material practice. The Man Luen Choon sifu relationship, the attention to ink quality and paper behavior, the floor-work method.","[""qi"",""wu-wei"",""embodied"",""Man Luen Choon"",""sifu"",""floor-work""]",embodied,NE,"2026-03-06T08:12:50.000Z"
60084,NE,"2025-06-15T00:00:00.000Z","The making gives energy rather than draining it. Fills me with purpose, generates rather than depletes. The risk is not burnout from the practice but from everything around it that might prevent access to the practice. The priority is protecting access.","[""generative energy"",""purpose"",""not depleting"",""protecting access"",""risk is logistics""]",energized,NE,"2026-03-06T08:12:50.000Z"
60085,NE,"2025-06-20T00:00:00.000Z","If everything were lost, what would remain? The NE answers: what would remain is the capacity for this gesture, this surrender, this making. The library is not the books but the fire itself. The fire is still here, transferred to ink on paper.","[""burning library resolved"",""capacity remains"",""fire itself"",""gesture survives""]",resolved,NE,"2026-03-06T08:12:51.000Z"
60086,NE,"2025-07-01T00:00:00.000Z","The conduit ontology established as metaphor in PH3's Echoes reaches its physical reality in the NE. The artist functions as prepared conduit: rigorous structural constraint sets the stage for genuinely emergent gesture. Body-practice, material apprenticeship, and floor-work ritual create the conditions.","[""conduit stabilized"",""prepared conduit"",""emergent gesture"",""body-practice""]",sovereign,NE,"2026-03-06T08:12:51.000Z"
60087,NE,"2025-07-10T00:00:00.000Z","Shadow evolves across the three gates from eruption through embrace to integrated architecture. By the Covenant, shadow is not dissolved but organized, given coherent form, made structural. The geometric phases can be read as containment strategies; the NE is what happens when the Shadow is given the reins.","[""shadow integration"",""three gates"",""Big Bang"",""Covenant"",""containment released""]",integrated,NE,"2026-03-06T08:12:51.000Z"
60088,NE,"2025-07-15T00:00:00.000Z","Gravity, viscosity, and time's arrow become the operational theology. The sacred has shifted from symbol-systems to physics itself. Gravitational logic is the new container. Physics replaces geometry.","[""gravity"",""viscosity"",""operational theology"",""physics replaces geometry""]",cosmological,NE,"2026-03-06T08:12:51.000Z"
60089,NE,"2025-07-20T00:00:00.000Z","Order and Chaos becomes sequential operations: discipline as precondition for freedom, not its constraint. Will and Surrender resolves into the two-tier system: surrender in making, will in selection. Permanence and Flux synthesizes into permanent traces of flux.","[""polarities resolved"",""discipline enables freedom"",""surrender in making"",""will in selection""]",synthesized,NE,"2026-03-06T08:12:52.000Z"
60090,NE,"2025-08-01T00:00:00.000Z",The void itself transforms from existential absence in Phases 1 and 2 to visual negative space in Phases 3 and 4 to generative singularity in the New Era. The void is no longer absence but origin. Not where meaning dies but where form begins.,"[""void evolution"",""generative singularity"",""origin not absence"",""form begins""]",transcendent,NE,"2026-03-06T08:12:52.000Z"
60091,NE,"2025-08-10T00:00:00.000Z","The Covenant work must be free to go where it must. This is not permanently binding. The work is sovereign. It is what it is, not what anyone intended.","[""covenant"",""work is sovereign"",""freedom"",""not binding""]",sovereign,NE,"2026-03-06T08:12:52.000Z"
60092,NE,"2025-08-15T00:00:00.000Z","Can stability and creativity coexist? The Crucible Year question. Bangkok rooting experiment. Goal: Institutional visibility plus market sustainability while maintaining creative peak. Hypothesis: Base camp infrastructure enables deeper exploration, not limits it.","[""stability and creativity"",""Crucible Year"",""Bangkok"",""base camp"",""hypothesis""]",experimental,NE,"2026-03-06T08:12:52.000Z"
60093,NE,"2025-04-18T00:00:00.000Z",The warm-up is over. The living engine begins. PH4A functioned as psychological excavation and pressure-building. NE is the eruptive genesis where bodily practice becomes the primary epistemic tool. The Three-Gate Architecture moves from explosive permission through geological compression to directional sovereignty.,"[""warm-up over"",""living engine"",""eruptive genesis"",""three gates"",""sovereignty""]",ignited,NE,"2026-03-06T08:12:52.000Z"
60094,NE,"2025-09-01T00:00:00.000Z","Incendiary, reverent, confessional, ecstatic, and directional. The tone mixes humility before tradition with fierce personal claim-making and mythic urgency. Earned stillness rather than crisis discharge.","[""incendiary"",""reverent"",""ecstatic"",""earned stillness"",""mythic urgency""]",ecstatic-grounded,NE,"2026-03-06T08:12:53.000Z"
60095,NE,"2025-06-05T00:00:00.000Z","All NE works employ high-quality Japanese sumi ink on premium Chinese Anhui rice paper and mulberry paper, sourced through apprenticeship-level consultation with the sifu at Man Luen Choon Chinese Art Supplies in Hong Kong. The shift from dual-ink experimentation to pure sumi commitment marks a move from testing materials to excavating infinite variation within a single chosen constraint.","[""sumi ink"",""Anhui rice paper"",""Man Luen Choon"",""single constraint"",""infinite variation""]",committed,NE,"2026-03-06T08:12:53.000Z"
60096,CRUCIBLE,"2025-12-15T00:00:00.000Z",Threshold Cosmology: Transformation through witnessed recognition. Thresholds are crossed when patterns become visible and are named while still warm. Not retrospective analysis but live documentation of change as it occurs.,"[""threshold cosmology"",""witnessed recognition"",""named while warm"",""live documentation""]",witnessing,NE,"2026-03-06T08:12:53.000Z"
60097,CRUCIBLE,"2025-12-19T00:00:00.000Z","Explorer versus Nomad. Explorer actively seeks novelty, meaning, cultural encounter, outbound and hungry. Nomad reactively flees boredom, pain, stagnation. Artist movement equals predominantly Explorer. Bangkok equals base camp, not cage.","[""explorer"",""nomad"",""novelty seeking"",""base camp"",""not cage""]",clarified,NE,"2026-03-06T08:12:53.000Z"
60098,CRUCIBLE,"2025-12-20T00:00:00.000Z",Defensive Jester dies in the studio. Social Jester survives in the world. Art is painting portrait of soul. Jester cannot paint that. Studio door closes. No performance in temple.,"[""Jester wall"",""defensive dies"",""social survives"",""studio as temple"",""no performance""]",boundaried,NE,"2026-03-06T08:12:54.000Z"
60099,CRUCIBLE,"2025-12-20T00:00:00.000Z",Fried Egg Sandwich Effect: Involuntary breakthrough where somatic response arrives before cognitive management can intercept. Memory or moment bypasses defensive architecture completely. Body knows before mind catches up.,"[""fried egg sandwich"",""somatic breakthrough"",""involuntary"",""body knows first""]",pierced,NE,"2026-03-06T08:12:54.000Z"
60100,CRUCIBLE,"2025-12-21T00:00:00.000Z","Walking Engine: Micro-walks as cognitive reset tool. Frequency greater than distance. Walking equals working, not escaping. Integration with studio practice, not mileage.","[""walking engine"",""cognitive reset"",""frequency over distance"",""walking as working""]",operational,NE,"2026-03-06T08:12:54.000Z"
60101,CRUCIBLE,"2025-12-22T00:00:00.000Z","Loneliness as byproduct, not engineered strategy. Side effect of cognitive architecture: high internal monologue, empathic permeability, deep phenomenological awareness. Running all three equals isolation as natural consequence. Void does not equal loneliness.","[""loneliness byproduct"",""cognitive architecture"",""empathic permeability"",""void not loneliness""]",understood,NE,"2026-03-06T08:12:54.000Z"
60102,CRUCIBLE,"2025-12-23T00:00:00.000Z",Doorless Room: Psychic sanctuary discovered to have no entrance. Protective architecture designed by Jester without conscious awareness. Room cannot contain future witness because it cannot be entered. Door Intention: willingness for organic emergence.,"[""doorless room"",""psychic sanctuary"",""no entrance"",""door intention"",""organic emergence""]",discovering,NE,"2026-03-06T08:12:54.000Z"
60103,CRUCIBLE,"2025-12-25T00:00:00.000Z","Recursive Witness: Emotional breakthrough amplified by being witnessed and named. Core hunger equals not just experience, but witnessed experience. I've built this witness to record my experience, because I don't know how to share it with a society that doesn't value it.","[""recursive witness"",""witnessed experience"",""core hunger"",""society doesn't value""]",vulnerable-purposeful,NE,"2026-03-06T08:12:55.000Z"
60104,CRUCIBLE,"2026-01-02T00:00:00.000Z","Four-cycle destruction-reconstruction pattern confirmed. Graffiti outgrowth. Steampunk death and PH1 ego death catalyzed by Simon Birch. Hong Kong departure from protests, COVID, divorce. Crucible Year as first constructive cycle. Each cycle produces more distilled practice.","[""four cycles"",""destruction-reconstruction"",""Simon Birch"",""distillation"",""constructive cycle""]",pattern-recognized,NE,"2026-03-06T08:12:55.000Z"
60105,CRUCIBLE,"2026-01-15T00:00:00.000Z","The Ratio: Explore/Build balance. Explorer equals wandering, consuming, processing. Builder equals executing, creating output. Target hypothesis: 60 percent building, 40 percent exploring. Requires baseline before adjustment.","[""the ratio"",""explore/build"",""60/40"",""balance"",""baseline needed""]",calibrating,NE,"2026-03-06T08:12:55.000Z"
60106,CRUCIBLE,"2026-02-01T00:00:00.000Z",75 works in approximately one month of stable studio access. Production benchmark established. The Crucible Year hypothesis gaining evidence: base camp infrastructure enables output acceleration.,"[""75 works"",""one month"",""production benchmark"",""hypothesis confirmed"",""acceleration""]",productive-validated,NE,"2026-03-06T08:12:55.000Z"
60107,CROSS,"2018-01-01T00:00:00.000Z",The accidental slip of the pen in Absurdity of Meaning 9 originated the black bar vocabulary. Theatre of Memory was the first intentional deployment of what had been accidentally discovered. The distinction between accidental origin and fluent intentional use matters.,"[""accidental origin"",""Theatre of Memory"",""intentional deployment"",""black bar"",""AoM 9""]",pivotal,PH1,"2026-03-06T08:12:55.000Z"
60108,CROSS,"2025-12-01T00:00:00.000Z","Freedom and Hong Kong are no longer compatible. The protests, COVID lockdowns, and divorce aftermath combined to make departure necessary. Sixteen years in Asia as of 2026. More adult life spent in Asia than in Canada.","[""freedom incompatible"",""Hong Kong departure"",""sixteen years Asia"",""more than Canada""]",grief-acceptance,NE,"2026-03-06T08:12:56.000Z"
60109,CROSS,"2022-06-01T00:00:00.000Z","Post-divorce catastrophic period in 2022: drugs, alcohol excess, financial burn-through. The escapist behavior paradoxically precipitated an unavoidable reckoning. Avoidance and confrontation operated dialectically until the inner reckoning could no longer be deferred.","[""post-divorce"",""catastrophic"",""drugs alcohol"",""unavoidable reckoning"",""dialectical""]",catastrophic,PH3,"2026-03-06T08:12:56.000Z"
60110,CROSS,"2009-01-01T00:00:00.000Z","Arrived in Hong Kong for what was meant to be a three-month visit in 2009, relocated permanently in 2010. Canadian graffiti festival circuit: 416 Expo, Style in Progress, Under Pressure. Architecture studies at Fanshawe College one year, then Sheridan College illustration.","[""Hong Kong arrival"",""three months became sixteen years"",""graffiti"",""416 Expo"",""Sheridan""]",formative,PH1,"2026-03-06T08:12:56.000Z"
60111,CROSS,"2012-01-01T00:00:00.000Z","Commercial track from 2012: Peninsula Hotels, Swire Properties, Soho House Hong Kong. Luxury and corporate commissions that established the material vocabulary and professional infrastructure later phases would build on.","[""commercial track"",""Peninsula Hotels"",""Swire"",""Soho House"",""luxury commissions""]",professional,PH1A,"2026-03-06T08:12:56.000Z"
60112,CROSS,"2024-12-15T00:00:00.000Z","Formative influences: Ghost in the Shell, Akira, Blade Runner. Techno-urban, neo-noir imaginary that persists even as the work moves toward sacred geometric abstraction and pure ink practice. The aesthetic DNA never fully leaves.","[""Ghost in the Shell"",""Akira"",""Blade Runner"",""neo-noir"",""aesthetic DNA""]",rooted,PH4,"2026-03-06T08:12:57.000Z"
60113,CROSS,"2025-12-01T00:00:00.000Z","Analysis functions as mirror rather than source. The work arrives at philosophical positions independently; analysis provides vocabulary for what practice already knows. Translation, not interpretation. Rendering unconscious intelligence legible to the conscious artist.","[""analysis as mirror"",""practice knows first"",""unconscious intelligence"",""translation""]",metacognitive,NE,"2026-03-06T08:12:57.000Z"
60114,CROSS,"2025-11-01T00:00:00.000Z",Specific journal entries cannot be mapped to specific artworks. The relationship is just a big soup of chaos. No granular crosswalk is possible or intended. Text and image operate as parallel processing channels from shared substrate.,"[""soup of chaos"",""parallel channels"",""no crosswalk"",""shared substrate""]",honest,PH4,"2026-03-06T08:12:57.000Z"
